Review;Product quality;Price;Service Quality;Delivery quality
"the product from jbl is not of good built quality. i am using it around 1 month the left side rubber got damaged it is not at al a replaceable one so you can't fix it. and right ear speaker is not working properly. i suggest all of you don't buy this product. and now ithe return window is closed so am unable to return it. waste of money. never ever buy this.
";Neutral;-;-;-
"i really don't kw how people have given good feedback about this. recently i bought this and i had to return the same. no bass, no clarity nothing.
";-;-;-;-
"for jbl as a brand there is expectation of good quality product but the one i bought have got physically damaged witbin a month. not sure if it's the original. sound quality is not as expected. don't go as per rajeeth review on youtube, it's totally different. bluetooth connectivity is not working with good range or distance as mentioned.
";Neutral;-;-;-
"poor quality, read some of the reviews and ordered it but wasn’t satisfied with the quality to any extent. will not recommend to anyone at this price.
";Negative;-;-;-
"sound is not bad..... noise is goodbut the product price has been dropped off when i got deliver rsy about 1000
";Positive;-;-;-
"bass is not good, t110 is better than this whatever t110 is a wired earphone,the blutooth variant is also available but i never used them but i think it will be better than t205 because of their earbuds design thats why i decide to return it and will buy the blutooth variant of t110.
";Neutral;-;-;-
"prosgood design, hence doesn't hurt your earsmusic is goodconscall quality is very inconsistent. sometimes it is great, sometimes it breaks often. hardly reliable
";Neutral;-;-;-
"first of all it the average quality wireless headphones . it's don't worth ?2000 . the treble is okish. bass is very poor. volume is not just okay u can hear the atmosphere sound while u driving. overall i will rate it 6/10 just for the sake of quality of the material is very good..
";Negative;-;-;-
"but you can’t wear it while jogging and any other exercise it keeps falling, you can’t use it not more than an hour your ears start paining because of it’s metallic earplugs design.it’s ergonomic like apple earpods but couldn’t fit well.rest the sound quality is very good, bass is perfect, battery is good. lost 3 star just because of pain in ear
";Positive;-;-;-
"the main problem i faced is that when u r driving on a two wheeler thn it is flowing in the air it can't touched ur body in air and that's y u cant talk while driving u have to go slow to talk. and it is paining in the year too as well as the rubber also removed after 15days of purchasing
";-;-;-;-
"mine left ear headphone got non-functioning after few days. i believe will get it changed in the warranty.decent headphone at price inr. 1899
";Neutral;-;-;-
"the earphones have literally stopped working in 4 months. the voice is no more coming even after taking care and keeping safely. just not worth the price. jbl what are you doing with such bad quality products. the covers of the ear buds fell off in the first month itself.
";-;-;-;-
"while this is impressive in terms of money, sound and features lack in spades. if you are particular about sound then this is not a good pair of pods but comfort and value wise it is fine. given a choice, i would not recommend this
";-;-;-;-
"the sound quality is amazing compared to the wireless headphone of this price range. however it doesn't feel comfortable in the ears. doesn't fit properly and it hurts if you are using for a long time.
";Positive;-;-;Neutral
